Frequency (Hz)	Level (dB)
6117.187500	-136.097046
6118.652344	-136.096848
6120.117188	-136.096649
6121.582031	-136.096436
6123.046875	-136.096283
6124.511719	-136.096069
6125.976563	-136.095871
6127.441406	-136.095779
6128.906250	-136.095581
6130.371094	-136.095474
6131.835938	-136.095367
6133.300781	-136.095306
6134.765625	-136.095261
6136.230469	-136.095123
6137.695313	-136.095001
6139.160156	-136.094910
6140.625000	-136.094788
6142.089844	-136.094727
6143.554688	-136.094666
6145.019531	-136.094498
6146.484375	-136.094467
6147.949219	-136.094360
6149.414063	-136.094223
6150.878906	-136.094116
6152.343750	-136.093964
6153.808594	-136.093872
6155.273438	-136.093689
6156.738281	-136.093597
6158.203125	-136.093384
6159.667969	-136.093185
6161.132813	-136.093048
6162.597656	-136.092834
6164.062500	-136.092667
6165.527344	-136.092331
6166.992188	-136.092148
6168.457031	-136.091873
6169.921875	-136.091400
6171.386719	-136.091263
6172.851563	-136.091064
6174.316406	-136.090607
6175.781250	-136.090195
6177.246094	-136.089935
6178.710938	-136.089218
6180.175781	-136.088928
6181.640625	-136.088593
6183.105469	-136.088120
6184.570313	-136.087555
6186.035156	-136.087143
6187.500000	-136.086563
6188.964844	-136.086044
6190.429688	-136.085510
6191.894531	-136.084885
6193.359375	-136.084335
6194.824219	-136.083618
6196.289063	-136.083099
6197.753906	-136.082397
6199.218750	-136.081757
6200.683594	-136.081039
6202.148438	-136.080414
6203.613281	-136.079697
6205.078125	-136.079086
6206.542969	-136.078201
6208.007813	-136.077728
6209.472656	-136.076736
6210.937500	-136.076187
6212.402344	-136.075424
6213.867188	-136.074692
6215.332031	-136.073746
6216.796875	-136.072968
6218.261719	-136.072403
6219.726563	-136.071396
6221.191406	-136.070724
6222.656250	-136.070007
6224.121094	-136.069275
6225.585938	-136.068451
6227.050781	-136.067612
6228.515625	-136.066849
6229.980469	-136.066238
6231.445313	-136.065384
6232.910156	-136.064484
6234.375000	-136.063843
6235.839844	-136.063202
6237.304688	-136.062485
6238.769531	-136.061783
6240.234375	-136.060898
6241.699219	-136.060287
6243.164063	-136.059631
6244.628906	-136.058929
6246.093750	-136.058197
6247.558594	-136.057541
6249.023438	-136.056931
6250.488281	-136.056274
6251.953125	-136.055618
6253.417969	-136.055038
6254.882813	-136.054398
6256.347656	-136.053757
6257.812500	-136.053192
6259.277344	-136.052597
6260.742188	-136.052032
6262.207031	-136.051483
6263.671875	-136.050964
6265.136719	-136.050415
6266.601563	-136.049850
6268.066406	-136.049347
6269.531250	-136.048828
6270.996094	-136.048111
6272.460938	-136.047867
6273.925781	-136.047409
6275.390625	-136.047012
6276.855469	-136.046402
6278.320313	-136.045959
6279.785156	-136.045425
6281.250000	-136.045029
6282.714844	-136.044632
6284.179688	-136.044250
6285.644531	-136.043594
6287.109375	-136.043304
6288.574219	-136.042801
6290.039063	-136.042404
6291.503906	-136.041977
6292.968750	-136.041534
6294.433594	-136.041245
6295.898438	-136.040695
6297.363281	-136.040451
6298.828125	-136.040070
6300.292969	-136.039520
6301.757813	-136.039291
6303.222656	-136.038834
6304.687500	-136.038528
6306.152344	-136.038147
6307.617188	-136.037704
6309.082031	-136.037445
6310.546875	-136.037048
6312.011719	-136.036682
6313.476563	-136.036316
6314.941406	-136.035995
6316.406250	-136.035583
6317.871094	-136.035400
6319.335938	-136.035004
6320.800781	-136.034653
6322.265625	-136.034241
6323.730469	-136.034103
6325.195313	-136.033569
6326.660156	-136.033356
6328.125000	-136.032974
6329.589844	-136.032669
6331.054688	-136.032379
6332.519531	-136.032089
6333.984375	-136.031784
6335.449219	-136.031464
6336.914063	-136.031158
6338.378906	-136.030914
6339.843750	-136.030579
6341.308594	-136.030228
6342.773438	-136.029861
6344.238281	-136.029785
6345.703125	-136.029404
6347.167969	-136.029007
6348.632813	-136.028839
6350.097656	-136.028397
6351.562500	-136.028397
6353.027344	-136.027924
6354.492188	-136.027710
6355.957031	-136.027222
6357.421875	-136.027206
6358.886719	-136.026825
6360.351563	-136.026581
6361.816406	-136.026245
6363.281250	-136.025894
6364.746094	-136.025726
6366.210938	-136.025284
6367.675781	-136.025070
6369.140625	-136.024582
6370.605469	-136.024338
6372.070313	-136.024109
6373.535156	-136.023819
6375.000000	-136.023285
6376.464844	-136.022964
6377.929688	-136.022705
6379.394531	-136.022232
6380.859375	-136.021805
6382.324219	-136.021637
6383.789063	-136.021088
6385.253906	-136.020691
6386.718750	-136.020279
6388.183594	-136.019974
6389.648438	-136.019501
6391.113281	-136.019028
6392.578125	-136.018539
6394.042969	-136.018127
6395.507813	-136.017654
6396.972656	-136.017151
6398.437500	-136.016754
6399.902344	-136.016113
6401.367188	-136.015625
6402.832031	-136.015091
6404.296875	-136.014542
6405.761719	-136.013901
6407.226563	-136.013641
6408.691406	-136.012833
6410.156250	-136.012436
6411.621094	-136.011536
6413.085938	-136.010925
6414.550781	-136.010330
6416.015625	-136.009628
6417.480469	-136.009216
6418.945313	-136.008560
6420.410156	-136.007935
6421.875000	-136.007126
6423.339844	-136.006592
6424.804688	-136.005783
6426.269531	-136.005066
6427.734375	-136.004501
6429.199219	-136.003754
6430.664063	-136.003052
6432.128906	-136.002319
6433.593750	-136.001633
6435.058594	-136.000793
6436.523438	-136.000366
6437.988281	-135.999588
6439.453125	-135.998856
6440.917969	-135.998093
6442.382813	-135.997360
6443.847656	-135.996658
6445.312500	-135.995880
6446.777344	-135.995270
6448.242188	-135.994492
6449.707031	-135.993790
6451.171875	-135.993042
6452.636719	-135.992401
6454.101563	-135.991714
6455.566406	-135.990936
6457.031250	-135.990387
6458.496094	-135.989594
6459.960938	-135.988907
6461.425781	-135.988266
6462.890625	-135.987579
6464.355469	-135.986847
6465.820313	-135.986298
6467.285156	-135.985580
6468.750000	-135.984940
6470.214844	-135.984268
6471.679688	-135.983673
6473.144531	-135.982956
6474.609375	-135.982376
6476.074219	-135.981689
6477.539063	-135.981110
6479.003906	-135.980469
6480.468750	-135.979950
6481.933594	-135.979370
6483.398438	-135.978683
6484.863281	-135.978104
6486.328125	-135.977478
6487.792969	-135.977112
6489.257813	-135.976303
6490.722656	-135.975800
6492.187500	-135.975174
6493.652344	-135.974747
6495.117188	-135.974060
6496.582031	-135.973541
6498.046875	-135.973022
6499.511719	-135.972305
6500.976563	-135.971909
6502.441406	-135.971329
6503.906250	-135.970886
6505.371094	-135.970169
6506.835938	-135.969742
6508.300781	-135.969055
6509.765625	-135.968628
6511.230469	-135.967972
6512.695313	-135.967529
6514.160156	-135.966888
6515.625000	-135.966263
6517.089844	-135.965836
6518.554688	-135.965240
6520.019531	-135.964645
6521.484375	-135.963852
6522.949219	-135.963455
6524.414063	-135.962906
6525.878906	-135.962097
6527.343750	-135.961655
6528.808594	-135.960907
6530.273438	-135.960464
6531.738281	-135.959702
6533.203125	-135.959152
6534.667969	-135.958420
6536.132813	-135.957901
6537.597656	-135.957169
6539.062500	-135.956558
6540.527344	-135.955841
6541.992188	-135.955185
6543.457031	-135.954376
6544.921875	-135.953796
6546.386719	-135.953156
6547.851563	-135.952316
6549.316406	-135.951614
6550.781250	-135.950882
6552.246094	-135.950180
6553.710938	-135.949463
6555.175781	-135.948608
6556.640625	-135.947906
6558.105469	-135.947189
6559.570313	-135.946228
6561.035156	-135.945572
6562.500000	-135.944717
6563.964844	-135.943985
6565.429688	-135.943115
6566.894531	-135.942383
6568.359375	-135.941605
6569.824219	-135.940628
6571.289063	-135.939880
6572.753906	-135.939011
6574.218750	-135.938141
6575.683594	-135.937256
6577.148438	-135.936386
6578.613281	-135.935410
6580.078125	-135.934845
6581.542969	-135.933838
6583.007813	-135.932907
6584.472656	-135.932007
6585.937500	-135.931244
6587.402344	-135.930481
6588.867188	-135.929382
6590.332031	-135.928406
6591.796875	-135.927551
6593.261719	-135.926819
6594.726563	-135.926117
6596.191406	-135.924957
6597.656250	-135.924042
6599.121094	-135.923172
6600.585938	-135.922180
6602.050781	-135.921509
6603.515625	-135.920486
6604.980469	-135.919769
6606.445313	-135.918839
6607.910156	-135.917984
6609.375000	-135.917007
6610.839844	-135.916290
6612.304688	-135.915497
6613.769531	-135.914581
6615.234375	-135.913925
6616.699219	-135.913101
6618.164063	-135.912262
6619.628906	-135.911499
6621.093750	-135.910660
6622.558594	-135.909943
6624.023438	-135.909149
6625.488281	-135.908447
6626.953125	-135.907578
6628.417969	-135.906891
6629.882813	-135.906219
6631.347656	-135.905533
6632.812500	-135.904633
6634.277344	-135.904175
6635.742188	-135.903458
6637.207031	-135.902756
6638.671875	-135.902222
6640.136719	-135.901520
6641.601563	-135.900909
6643.066406	-135.900360
6644.531250	-135.899734
6645.996094	-135.899094
6647.460938	-135.898605
6648.925781	-135.898056
6650.390625	-135.897491
6651.855469	-135.896957
6653.320313	-135.896469
6654.785156	-135.896072
6656.250000	-135.895477
6657.714844	-135.894989
6659.179688	-135.894577
6660.644531	-135.894119
6662.109375	-135.893677
6663.574219	-135.893311
6665.039063	-135.892822
6666.503906	-135.892365
6667.968750	-135.891953
6669.433594	-135.891617
6670.898438	-135.891174
6672.363281	-135.890808
6673.828125	-135.890411
6675.292969	-135.890106
6676.757813	-135.889542
6678.222656	-135.889542
6679.687500	-135.888855
6681.152344	-135.888428
6682.617188	-135.888199
6684.082031	-135.887680
6685.546875	-135.887589
6687.011719	-135.887146
6688.476563	-135.886902
6689.941406	-135.886292
6691.406250	-135.885986
6692.871094	-135.885635
6694.335938	-135.885208
6695.800781	-135.884964
6697.265625	-135.884445
6698.730469	-135.884201
6700.195313	-135.883789
6701.660156	-135.883377
6703.125000	-135.883087
6704.589844	-135.882599
6706.054688	-135.882248
6707.519531	-135.881882
6708.984375	-135.881424
6710.449219	-135.881012
6711.914063	-135.880600
6713.378906	-135.880157
6714.843750	-135.879730
6716.308594	-135.879333
6717.773438	-135.878799
6719.238281	-135.878433
6720.703125	-135.877869
6722.167969	-135.877426
6723.632813	-135.876938
6725.097656	-135.876495
6726.562500	-135.876007
6728.027344	-135.875549
6729.492188	-135.874954
6730.957031	-135.874466
6732.421875	-135.873932
6733.886719	-135.873428
6735.351563	-135.873093
6736.816406	-135.872391
6738.281250	-135.871765
6739.746094	-135.871353
6741.210938	-135.870773
6742.675781	-135.870193
6744.140625	-135.869644
6745.605469	-135.868988
6747.070313	-135.868408
6748.535156	-135.867905
6750.000000	-135.867233
6751.464844	-135.866760
6752.929688	-135.866089
6754.394531	-135.865555
6755.859375	-135.864929
6757.324219	-135.864471
6758.789063	-135.863800
6760.253906	-135.862946
6761.718750	-135.862579
6763.183594	-135.862030
6764.648438	-135.861237
6766.113281	-135.860733
6767.578125	-135.860077
6769.042969	-135.859558
6770.507813	-135.858902
6771.972656	-135.858353
6773.437500	-135.857651
6774.902344	-135.857132
6776.367188	-135.856506
6777.832031	-135.855850
6779.296875	-135.855270
6780.761719	-135.854660
6782.226563	-135.854004
6783.691406	-135.853394
6785.156250	-135.852875
6786.621094	-135.852173
6788.085938	-135.851563
6789.550781	-135.851028
6791.015625	-135.850357
6792.480469	-135.849854
6793.945313	-135.849258
6795.410156	-135.848633
6796.875000	-135.847885
6798.339844	-135.847290
6799.804688	-135.846695
6801.269531	-135.846176
6802.734375	-135.845520
6804.199219	-135.844971
6805.664063	-135.844345
6807.128906	-135.843781
6808.593750	-135.843185
6810.058594	-135.842514
6811.523438	-135.841919
6812.988281	-135.841415
6814.453125	-135.840698
6815.917969	-135.840149
6817.382813	-135.839569
6818.847656	-135.838928
6820.312500	-135.838379
6821.777344	-135.837723
6823.242188	-135.837189
6824.707031	-135.836502
6826.171875	-135.836029
6827.636719	-135.835541
6829.101563	-135.834732
6830.566406	-135.834259
6832.031250	-135.833496
6833.496094	-135.833160
6834.960938	-135.832260
6836.425781	-135.831879
6837.890625	-135.831177
6839.355469	-135.830704
6840.820313	-135.830093
6842.285156	-135.829483
6843.750000	-135.828995
6845.214844	-135.828415
6846.679688	-135.827835
6848.144531	-135.827194
6849.609375	-135.826599
6851.074219	-135.826126
6852.539063	-135.825516
6854.003906	-135.825073
6855.468750	-135.824448
6856.933594	-135.823914
6858.398438	-135.823471
6859.863281	-135.822861
6861.328125	-135.822372
6862.792969	-135.821777
6864.257813	-135.821213
6865.722656	-135.820724
6867.187500	-135.820190
6868.652344	-135.819733
6870.117188	-135.819168
6871.582031	-135.818634
6873.046875	-135.818130
6874.511719	-135.817642
6875.976563	-135.817139
6877.441406	-135.816650
6878.906250	-135.816147
6880.371094	-135.815659
6881.835938	-135.815170
6883.300781	-135.814728
6884.765625	-135.814194
6886.230469	-135.813736
6887.695313	-135.813232
6889.160156	-135.812775
6890.625000	-135.812271
6892.089844	-135.811798
6893.554688	-135.811310
6895.019531	-135.810806
6896.484375	-135.810318
6897.949219	-135.809875
6899.414063	-135.809402
6900.878906	-135.808853
6902.343750	-135.808411
6903.808594	-135.807892
6905.273438	-135.807404
6906.738281	-135.806915
6908.203125	-135.806412
6909.667969	-135.805908
6911.132813	-135.805389
6912.597656	-135.804901
6914.062500	-135.804337
6915.527344	-135.803757
6916.992188	-135.803223
6918.457031	-135.802704
6919.921875	-135.802139
6921.386719	-135.801575
6922.851563	-135.800919
6924.316406	-135.800385
6925.781250	-135.799683
6927.246094	-135.799149
6928.710938	-135.798477
6930.175781	-135.797806
6931.640625	-135.797256
6933.105469	-135.796631
6934.570313	-135.795883
6936.035156	-135.795105
6937.500000	-135.794464
6938.964844	-135.793793
6940.429688	-135.793030
6941.894531	-135.792206
6943.359375	-135.791489
6944.824219	-135.790726
6946.289063	-135.789948
6947.753906	-135.789108
6949.218750	-135.788269
6950.683594	-135.787476
6952.148438	-135.786591
6953.613281	-135.785690
6955.078125	-135.784897
6956.542969	-135.783981
6958.007813	-135.783051
6959.472656	-135.782150
6960.937500	-135.781174
6962.402344	-135.780197
6963.867188	-135.779236
6965.332031	-135.778229
6966.796875	-135.777328
6968.261719	-135.776321
6969.726563	-135.775314
6971.191406	-135.774155
6972.656250	-135.773300
6974.121094	-135.772217
6975.585938	-135.771118
6977.050781	-135.770050
6978.515625	-135.769119
6979.980469	-135.768021
6981.445313	-135.766876
6982.910156	-135.765976
6984.375000	-135.764755
6985.839844	-135.763763
6987.304688	-135.762589
6988.769531	-135.761520
6990.234375	-135.760544
6991.699219	-135.759415
6993.164063	-135.758331
6994.628906	-135.757294
6996.093750	-135.756241
6997.558594	-135.755203
6999.023438	-135.754166
7000.488281	-135.753113
7001.953125	-135.752167
7003.417969	-135.751068
7004.882813	-135.750137
7006.347656	-135.749100
7007.812500	-135.748077
7009.277344	-135.747208
7010.742188	-135.746216
7012.207031	-135.745331
7013.671875	-135.744339
7015.136719	-135.743515
7016.601563	-135.742569
7018.066406	-135.741669
7019.531250	-135.740906
7020.996094	-135.740158
7022.460938	-135.739273
7023.925781	-135.738449
7025.390625	-135.737778
7026.855469	-135.737000
7028.320313	-135.736343
7029.785156	-135.735718
7031.250000	-135.735016
7032.714844	-135.734314
7034.179688	-135.733780
7035.644531	-135.733109
7037.109375	-135.732605
7038.574219	-135.731979
7040.039063	-135.731552
7041.503906	-135.731094
7042.968750	-135.730576
7044.433594	-135.730103
7045.898438	-135.729706
7047.363281	-135.729279
7048.828125	-135.728958
7050.292969	-135.728638
7051.757813	-135.728333
7053.222656	-135.727890
7054.687500	-135.727615
7056.152344	-135.727264
7057.617188	-135.727249
7059.082031	-135.726807
7060.546875	-135.726776
7062.011719	-135.726501
7063.476563	-135.726227
7064.941406	-135.726196
7066.406250	-135.725922
7067.871094	-135.725815
7069.335938	-135.725693
7070.800781	-135.725616
7072.265625	-135.725403
7073.730469	-135.725311
7075.195313	-135.725220
7076.660156	-135.725189
7078.125000	-135.725052
7079.589844	-135.725021
7081.054688	-135.724899
7082.519531	-135.724792
7083.984375	-135.724777
7085.449219	-135.724609
7086.914063	-135.724609
7088.378906	-135.724457
7089.843750	-135.724457
7091.308594	-135.724365
7092.773438	-135.724243
7094.238281	-135.724091
7095.703125	-135.724060
7097.167969	-135.723923
7098.632813	-135.723816
7100.097656	-135.723602
7101.562500	-135.723480
7103.027344	-135.723282
7104.492188	-135.723129
7105.957031	-135.722961
7107.421875	-135.722946
7108.886719	-135.722656
7110.351563	-135.722153
7111.816406	-135.722000
7113.281250	-135.721558
7114.746094	-135.721481
7116.210938	-135.721008
7117.675781	-135.720703
7119.140625	-135.720337
7120.605469	-135.719986
7122.070313	-135.719574
7123.535156	-135.719147
7125.000000	-135.718735
7126.464844	-135.718262
7127.929688	-135.717911
7129.394531	-135.717361
7130.859375	-135.716797
7132.324219	-135.716400
7133.789063	-135.715759
7135.253906	-135.715240
7136.718750	-135.714661
7138.183594	-135.714005
7139.648438	-135.713455
7141.113281	-135.712738
7142.578125	-135.712219
7144.042969	-135.711380
7145.507813	-135.710876
7146.972656	-135.710175
7148.437500	-135.709473
7149.902344	-135.708725
7151.367188	-135.708038
7152.832031	-135.707367
7154.296875	-135.706604
7155.761719	-135.705856
